OlinkID,cv_percent,UniProt,Assay,Panel,Retain
OID31475,157.614479007392,Q99733,NAP1L4,Oncology_II,Unique Protein
OID31476,29.03710342726396,Q96RF0,SNX18,Oncology_II,Unique Protein
OID31477,116.71900591731826,Q9UH65,SWAP70,Oncology_II,Unique Protein
OID31478,96.49253266375148,O00203,AP3B1,Oncology_II,Unique Protein
OID31479,37.85461896229131,Q9P013,CWC15,Oncology_II,Unique Protein
OID31480,92.15729972871782,Q93033,CD101,Oncology_II,Unique Protein
OID31481,121.20136704691254,Q674X7,KAZN,Oncology_II,Unique Protein
OID31482,198.57042219294772,Q14258,TRIM25,Oncology_II,Unique Protein
OID31483,83.9967592310851,Q14246,ADGRE1,Oncology_II,Unique Protein
OID31484,106.69701127345688,Q96DE0,NUDT16,Oncology_II,Unique Protein
OID31485,153.9627194011397,Q9Y5S2,CDC42BPB,Oncology_II,Unique Protein
OID31486,154.5046775920783,Q92890,UFD1,Oncology_II,Unique Protein
OID31487,66.88126999659322,Q8N6M0,OTUD6B,Oncology_II,Unique Protein
OID31488,86.39689657398895,Q13443,ADAM9,Oncology_II,Unique Protein
OID31489,147.82058818942977,Q8IXQ3,C9orf40,Oncology_II,Unique Protein
OID31490,125.70345351704731,Q68D85,NCR3LG1,Oncology_II,Unique Protein
OID31491,100.30199860947305,P17181,IFNAR1,Oncology_II,Unique Protein
OID31492,161.33476551245585,O43312,MTSS1,Oncology_II,Unique Protein
OID31493,125.4867839478592,O43653,PSCA,Oncology_II,Unique Protein
OID31494,152.89134263814776,P54577,YARS1,Oncology_II,Unique Protein
OID31495,131.57104258771284,Q2WEN9,CEACAM16,Oncology_II,Unique Protein
OID31496,68.57936383041722,Q63HQ2,EGFLAM,Oncology_II,Unique Protein
OID31497,98.06469471156576,P53990,IST1,Oncology_II,Unique Protein
OID31498,101.39164578265812,P21128,ENDOU,Oncology_II,Unique Protein
OID31499,70.70994201862612,Q9UIM3,FKBPL,Oncology_II,Unique Protein
OID31500,143.83306260878788,P42081,CD86,Oncology_II,Unique Protein
OID31501,175.86289878285112,P20700,LMNB1,Oncology_II,Unique Protein
OID31502,166.00882585979662,Q15172,PPP2R5A,Oncology_II,Unique Protein
OID31503,106.41112704309926,Q14011,CIRBP,Oncology_II,Unique Protein
OID31504,51.483020021690606,O75830,SERPINI2,Oncology_II,Unique Protein
